,time,code,open,high,low,close,volume,amount,open_interest
0,2011-01-04 15:00:00,szse.399999,1005.5793122291152,1030.7530333280674,990.5932393978313,1017.9446626702138,3234194.4721439756,4583346050.278955,
1,2011-01-05 15:00:00,szse.399999,1013.4416678533369,1037.469242623449,999.6238853849372,1021.4165418006359,3886774.4258809923,5426567639.660138,
2,2011-01-06 15:00:00,szse.399999,1022.4748444791751,1036.9128394698125,1002.2523150119607,1017.2997228961833,3502328.6633015135,7045123917.198746,
3,2011-01-07 15:00:00,szse.399999,1016.0914986192352,1036.8729224581998,997.6916432150938,1009.294352825574,3171411.7157148765,5594911422.725463,
4,2011-01-10 15:00:00,szse.399999,1007.4011332516687,1023.4436719277013,978.0624604834387,984.3155596976136,2546191.9447655105,3993634221.7444525,
5,2011-01-11 15:00:00,szse.399999,979.8707435986304,1001.6379531248807,960.2392625644916,982.0106166349383,2777172.3923039916,3955077965.6340246,
6,2011-01-12 15:00:00,szse.399999,985.1883773527412,1008.5059662855505,970.7013355702005,994.614217831099,2899111.66234107,4110097625.0402184,
7,2011-01-13 15:00:00,szse.399999,996.7410020592395,1007.7666614724565,981.4126584179442,990.8870241917572,1913685.330073543,2945536710.5573983,
8,2011-01-14 15:00:00,szse.399999,988.6740103466014,998.7998414749688,961.2180197579492,974.4690807913174,1883101.6354401936,2782554798.1709895,
9,2011-01-17 15:00:00,szse.399999,967.2203849703267,977.1135899532617,915.1505422447516,927.8468522865193,2570802.3123567915,3733870204.811396,
10,2011-01-18 15:00:00,szse.399999,926.2592649822329,942.8855317693325,913.5223084913722,931.3453884748346,1596579.2354069254,2319375683.96011,
11,2011-01-19 15:00:00,szse.399999,933.5023085673388,958.9114456460841,922.947605159471,955.3641313390439,2032718.6652089471,2901813900.2385726,
12,2011-01-20 15:00:00,szse.399999,952.4742371996103,959.7893551142395,909.3274356252806,914.498195253156,1863290.5897175067,2881360030.294564,
13,2011-01-21 15:00:00,szse.399999,910.2842753976826,944.7257774539587,901.7982105283716,921.2416140858988,2935533.871334652,3837921370.10504,
14,2011-01-24 15:00:00,szse.399999,923.6465578373125,933.5826736427567,893.3163288952819,902.2011339016219,2304239.3358110865,3198450554.3435388,
15,2011-01-25 15:00:00,szse.399999,898.7670681757626,911.4465080637457,872.1366613476634,889.4072244484628,1713991.3696978684,2474955716.2272487,
16,2011-01-26 15:00:00,szse.399999,888.1171824080074,911.963463124153,882.2618313172071,902.8380618376335,1526122.0964612705,2158566968.80624,
17,2011-01-27 15:00:00,szse.399999,896.2577526868207,923.7241240591073,878.9257066291124,915.6070218446525,3262026.6240260205,4197840156.071832,
18,2011-01-28 15:00:00,szse.399999,913.7053951943486,935.2868643339413,901.660341905632,922.0512829357143,2913816.682107401,3702367651.2835355,
19,2011-01-31 15:00:00,szse.399999,921.5058790081014,939.1749904402099,911.087051255546,930.7990881735014,3349618.918801109,4783269077.876697,
20,2011-02-01 15:00:00,szse.399999,930.3773782131673,943.6292372567361,918.2625617721387,931.7760919477716,2312532.0566758825,3142666269.8564634,
21,2011-02-09 15:00:00,szse.399999,921.8936960571663,944.1189427377884,911.2912978831748,926.2116168961638,2517932.8775708205,3549564042.6233106,
22,2011-02-10 15:00:00,szse.399999,923.8201496796771,954.5149456753333,915.9489053613199,949.8194783523145,2459311.420932525,3521945662.131372,
23,2011-02-11 15:00:00,szse.399999,950.6087117759816,978.8722743234538,942.5139356562506,965.4062560725372,3242052.7758870777,5341254134.604081,
